State,Year,Group_Name,Sub_Group,Acquitted,Withdrawn,Arrested,Chargesheeted,Convicted,Released_Before_Trial,Trial_Completed,Persons_Under_Trial_At_Year_Beginning,Total_Persons_Under_Trial,High_Crime_Area
Tripura,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,11,0,4,15,False
Uttarakhand,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,27,0,0,0,0,0,False
Andaman & Nicobar Islands,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,42,0,2688,2706,166,0,2703,163,False
Arunachal Pradesh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Bihar,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,27,33,0,0,6,False
Chandigarh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Chhattisgarh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,6,False
Goa,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,12,0,0,0,99,0,12,111,False
Haryana,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,2,False
Jammu & Kashmir,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Karnataka,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Kerala,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,39,64,120,151,195,0,61,169,True
Lakshadweep,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Maharashtra,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,23,0,11,13,400,0,24,411,False
Manipur,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Puducherry,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Punjab,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,9,0,0,9,False
Rajasthan,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,4,0,94,94,329,0,17,252,False
Sikkim,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,8,0,59,60,85,0,21,46,False
Tripura,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,9,0,0,0,1,0,10,11,False
Uttarakhand,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2005,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,4,25,25,0,0,0,False
Andaman & Nicobar Islands,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,124,0,1387,1396,138,0,1424,166,False
Arunachal Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Bihar,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,33,0,0,33,False
Chandigarh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Chhattisgarh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,2,2,8,0,0,6,False
Goa,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,98,0,1,99,False
Haryana,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,2,False
Jammu & Kashmir,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,8,0,0,0,0,0,False
Karnataka,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Kerala,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,55,0,66,88,188,0,95,195,False
Lakshadweep,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,6,6,6,0,0,0,False
Maharashtra,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,37,35,433,0,2,400,False
Manipur,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Puducherry,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Punjab,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,9,0,0,9,False
Rajasthan,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,12,0,104,103,391,0,41,329,False
Sikkim,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,33,0,51,40,58,0,67,85,False
Tripura,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Uttarakhand,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2006,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,4,0,25,5,0,25,False
Andaman & Nicobar Islands,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,72,0,1025,1018,199,4,957,138,False
Arunachal Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Bihar,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,20,53,0,0,33,False
Chandigarh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Chhattisgarh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,8,0,0,8,False
Goa,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,97,0,1,98,False
Haryana,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,0,0,2,2,False
Jammu & Kashmir,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Karnataka,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Kerala,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,53,0,31,46,153,1,81,188,False
Lakshadweep,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,6,6,False
Maharashtra,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,4,0,1,3,432,0,4,433,False
Manipur,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Puducherry,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Punjab,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,8,0,1,9,False
Rajasthan,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,13,1,125,126,465,0,51,391,False
Sikkim,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,17,0,27,31,61,0,28,58,False
Tripura,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,1,1,False
Uttarakhand,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,20,11,30,2,6,25,False
Andaman & Nicobar Islands,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,123,0,937,953,144,0,1008,199,False
Arunachal Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Bihar,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,53,0,0,53,False
Chandigarh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Chhattisgarh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,8,0,0,8,False
Goa,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,96,0,1,97,False
Haryana,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
